prime_item_nbr,prime_item_desc,prime_size_desc,item_nbr,item_flags,item_desc_1,item_desc_2,unit_retail,unit_cost,mu_percent,color_desc,size_desc,item_status,item_type,item_sub_type,upc,upc_desc,create_date,effective_date,obsolete_date,uom_sell_qty,uom_code,multi_unit_qty,multi_unit_cost,mfg_nbr,intl_code,product_code,product_description,shelf_number,shelf_description,mdse_category_intl,mdse_sub_category_intl,pack_type,order_book_flag,corp_cancel_when_out_flag,plu_nbr,return_sheet_nbr,ordbk_stars_qty,whse_align,last_change_date,last_change_time,expiration_date,status_chg_date,unit_size,unit_size_uom,item_opp_flag,item_opp_effective_date,item_opp_expiration_date,min_order_qty,max_order_qty,signing_desc,vndr_min_ord_qty,season_code,season_year,license_code,buying_region_code,space_desc,space_id,item_height,item_length,item_width,item_weight,brand_id,brand_desc,brand_family_id,brand_family_name,brand_owner_id,brand_owner_name,private_label,consumer_id,country_of_origin,dsci_loaded_at,dsci_revision,dsci_deleted,item_nbr,item_flags,buyer_user_id,buyer_full_name,category_team_lead_user_id,category_team_lead_full_name,dmm_user_id,dmm_full_name,gmm_user_id,gmm_full_name,evp_user_id,evp_full_name,fineline_number,fineline_description,dept_subcategory_description,dept_category_description,dept_category_group_description,mdse_subgroup_description,mdse_segment_description,dsci_loaded_at,dsci_revision,dsci_deleted,item_nbr,total_sales
550995674,HOT BUNS DARK HAIR,1.0EA,550995674,,HOT BUNS DARK HAIR,HOT BUNS DARK HAIR,9.88,5.90,0.40,,1.0EA,A,20,0,0074027501078,HOT BUNS DRK,2012-10-19,2013-02-11,2500-01-01,1.00,EA,0,0.00,23751,,13746153,HOT BUNS DARK HAIR,13746152,HOT BUNS DARK HAIR,AS SEEN ON TV,AS SEEN ON TV,B,false,false,0,0,2,AS,2015-01-19,19:16:48:06,2049-12-31,2012-10-19,1.00,EA,false,,,0,0,HOT BUNS DARK HAIR - EA,,,,,,,,9.00,4.50,2.00,0.30,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,11363658,CN,2022-04-19 17:45:44.855416 +00:00,0,false,550995674,,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",21,BEAUTY,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,550995674,
563022332,BOOMTOUCH SPEAKER,1.0EA,563022332,O,BOOMTOUCH SPEAKER,BOOMTOUCH 24 PC SHPR,19.88,11.85,0.40,NONE,1.0EA,D,3,0,0074027504762,BOOMTOUCH,2017-03-02,2017-03-20,2021-03-09,1.00,EA,0,0.00,23751,,23159137,BOOMTOUCH SPEAKER,23159136,BOOMTOUCH SPEAKER,AS SEEN ON TV,AS SEEN ON TV,C,false,true,0,0,2,DI,2021-03-02,18:42:56:44,2020-03-01,2020-03-02,1.00,EA,false,,,0,0,LAY IT DOWN FOR AN AMAZING BOOMING SOUND,,,,,,,,5.16,4.06,4.26,0.83,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,23750143,CN,2022-04-19 17:45:44.855416 +00:00,0,false,563022332,O,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",586,INDOOR GADGET,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,563022332,
567996707,MAGICBAX 60PC D82,1,567996707,O,MAGICBAX 60PC D82,ENDCAP TRAY,19.88,11.88,0.40,,1,D,3,0,0074027504926,MAGICBAK,2018-03-13,2018-04-02,2022-03-15,1.00,EA,0,0.00,23751,,31846392,MAGICBAK D82 EA,31846391,MAGICBAK D82 EA,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,AS,2022-03-13,14:55:38:76,2021-03-12,2021-03-13,1.00,EA,false,,,0,0,MAGICBAK EARING SUPPORT,,,,,,,,7.13,3.50,1.30,0.18,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,48761902,CN,2022-04-19 17:45:44.855416 +00:00,0,false,567996707,O,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",580,HEALTH,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,567996707,18.00
575401958,FRESH FEET,1.0EA,575401958,L,FRESH FEET,ALLSTAR,19.88,11.88,0.40,,1.0EA,A,20,0,0074027505067,FRESH FEET,2019-04-29,2019-05-01,2500-01-01,1.00,EA,0,0.00,23751,,47437509,FRESH FEET,47437508,FRESH FEET,AS SEEN ON TV,AS SEEN ON TV,B,true,false,0,0,2,WH,2020-02-20,19:12:43:53,2049-12-31,2019-04-29,1.00,EA,false,,,0,0,FRESH FEET FOOT SCRUBBER,,,,,,,,4.25,7.50,10.50,1.50,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,108592634,CN,2022-04-19 17:45:44.855416 +00:00,0,false,575401958,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",21,BEAUTY,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,575401958,87.75
575673320,SOCKET SHELF,1.0EA,575673320,L,SOCKET SHELF,ALLSTAR,29.88,17.47,0.42,,1.0EA,A,20,0,0074027505040,SOCKET SHELF,2019-05-17,2019-07-15,2500-01-01,1.00,EA,0,0.00,23751,,53914444,SOCKET SHELF,53914443,SOCKET SHELF,AS SEEN ON TV,AS SEEN ON TV,B,true,false,0,0,2,WH,2021-11-07,14:54:43:91,2049-12-31,2019-05-17,1.00,EA,false,,,0,0,SOCKET SHELF SURGE PROTECTOR,,,,,,,,9.00,9.50,4.00,0.85,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,127027600,CN,2022-04-19 17:45:44.855416 +00:00,0,false,575673320,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",586,INDOOR GADGET,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,575673320,225243.59
578145559,MISSION TOWEL BLUE,1.0EA,578145559,L,MISSION TOWEL BLUE,,14.88,8.89,0.40,,1.0EA,A,20,0,0081852202455,MISSION - X,2019-11-20,2019-12-02,2500-01-01,1.00,EA,0,0.00,23751,,61833751,MISSION TOWEL BLUE,61833750,MISSION TOWEL BLUE,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,WH,2020-10-22,18:46:28:96,2049-12-31,2019-11-20,1.00,EA,false,,,0,0,MISSION XL TOWEL BLUE,,,,,,,,8.33,3.00,1.77,0.30,429176,MISSION,7005,MISSION,6283,MISSION FOODS,N,154544914,CN,2022-04-19 17:45:44.855416 +00:00,0,false,578145559,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",580,HEALTH,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,578145559,890.16
578448288,MSN COOL VISOR WHT,1.0EA,578448288,L,MSN COOL VISOR WHT,,14.88,8.67,0.42,,1.0EA,A,20,0,0081852202483,WHITE VISOR,2019-12-12,2019-12-30,2500-01-01,1.00,EA,0,0.00,230832,,62462661,MSN COOL VISOR WHT,62462660,MSN COOL VISOR WHT,SPORT ACCESSORIES,Sport Accessories,C,false,false,0,0,2,AS,2021-05-17,18:51:23:87,2049-12-31,2019-12-12,1.00,EA,false,,,0,0,MISSION COOLING VISOR WHITE,,,,,,,,3.00,8.00,7.87,0.09,537658,MISSIONACTIVE,35342,MISSIONACTIVE,32698,MISSION,N,157114059,CN,2022-04-19 17:45:44.855416 +00:00,0,false,578448288,L,M0M01D7,"MIKITA,MICHAEL",M0M01D7,"MIKITA,MICHAEL",ABMARKU,"PARTON,AMY",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",8412,COOLING,HYDRATION SHAKERS COOLING,SPORTS TRAINING AND MEDICINE,LOCAL SPORTS,HARDLINES,GENERAL MERCHANDISE,2022-04-19 17:43:05.423347 +00:00,0,false,578448288,21919.80
582910690,VP SKINCARE FRIDGE,1.0EA,582910690,L,VP SKINCARE FRIDGE,,59.88,35.78,0.40,,1.0EA,A,20,0,0074027505383,VPO - SKINC,2020-05-15,2020-06-01,2500-01-01,1.00,EA,0,0.00,23751,,94195583,,94195582,VP SKINCARE FRIDGE,AS SEEN ON TV,AS SEEN ON TV,C,true,false,0,0,2,WH,2021-03-25,18:42:22:93,2049-12-31,2020-05-15,1.00,EA,false,,,0,0,VANITY PLANET SKINCARE FRIDGE,,,,,,,,12.00,10.50,6.97,4.20,84602,ONLINE,208,NONE,164,NONE,N,179927352,CN,2022-04-19 17:45:44.855416 +00:00,0,false,582910690,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",580,HEALTH,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,582910690,10141.69
582917606,UV PHONE SANITIZER,1.0EA,582917606,L,UV PHONE SANITIZER,,29.88,23.83,0.20,,1.0EA,A,20,0,0074027505459,UZONE PH,2020-05-15,2020-06-01,2500-01-01,1.00,EA,0,0.00,23751,,94200646,,94200645,UV PHONE SANITIZER,AS SEEN ON TV,AS SEEN ON TV,B,true,false,0,0,2,WH,2021-04-06,18:55:05:92,2049-12-31,2020-05-15,1.00,EA,false,,,0,0,UV ZONE PHONE SANITIZER,,,,,,,,10.25,5.50,2.50,1.25,279115,AS SEEN ON TV,260,AS SEEN ON TV,219,AS SEEN ON TV,N,179948873,CN,2022-04-19 17:45:44.855416 +00:00,0,false,582917606,L,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",586,INDOOR GADGET,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,582917606,167027.86
584881771,96PC,EA,584881771,,96PC,,1428.48,1140.21,0.20,,EA,I,3,0,0081671402898,MISSION FUL,2020-07-10,2020-07-27,2500-01-01,1.00,EA,0,0.00,23751,,0,,,,AS SEEN ON TV,AS SEEN ON TV,C,false,false,0,0,2,DI,2021-04-23,18:45:04:42,2021-04-06,2021-04-07,1.00,EA,false,,,0,0,,,,,,,,,43.00,48.00,20.00,108.00,429176,MISSION,7005,MISSION,6283,MISSION FOODS,,,CN,2022-04-19 17:45:44.855416 +00:00,0,false,584881771,,A0S011Z,"SCHUSSLER,ANDREW",A0S011Z,"SCHUSSLER,ANDREW",MJESART,"ESARTE,MARTIN",A2ALBRI,"ALBRIGHT,ANDREA",CREDFIE,"REDFIELD,CHARLES",580,HEALTH,TRENDING NOW MISC,TRENDING NOW L3,TRENDING NOW,CANDY AND IMPULSE,SNACKS BEVERAGES AND IMPULSE,2022-04-19 17:43:05.423347 +00:00,0,false,584881771,
585311340,MSN VISOR PINK,1.0EA,585311340,,MSN VISOR PINK,,14.97,8.56,0.43,,1.0EA,I,3,0,0081671402893,MISSION COOL,2020-07-23,2020-08-10,2500-01-01,1.00,EA,0,0.00,23751,,95904780,,95904779,MSN VISOR PINK,SPORT ACCESSORIES,Sport Accessories,C,false,false,0,0,2,DI,2021-04-29,19:07:28:71,2021-04-19,2021-04-29,1.00,EA,false,,,0,0,MISSION BCA COOLING VISOR PINK,,,,,,,,8.00,3.00,7.87,0.09,429176,MISSION,7005,MISSION,6283,MISSION FOODS,N,187981420,CN,2022-04-19 17:45:44.855416 +00:00,0,false,585311340,,M0M01D7,"MIKITA,MICHAEL",M0M01D7,"MIKITA,MICHAEL",ABMARKU,"PARTON,AMY",DMRAYBU,"MARSHALL,DIANA",DMRAYBU,"MARSHALL,DIANA",8412,COOLING,HYDRATION SHAKERS COOLING,SPORTS TRAINING AND MEDICINE,LOCAL SPORTS,HARDLINES,GENERAL MERCHANDISE,2022-04-19 17:43:05.423347 +00:00,0,false,585311340,8961.70
